,Name,Value
417,"Iit[1,415]",4080.0
418,"Iit[1,416]",-0.0
419,"Iit[1,417]",-0.0
420,"Iit[1,418]",20400.0
421,"Iit[1,419]",4080.0
422,"Iit[1,420]",-0.0
423,"Iit[1,421]",-0.0
424,"Iit[1,422]",4080.0
425,"Iit[1,423]",4080.0
426,"Iit[1,424]",2605.0
427,"Iit[1,425]",0.0
428,"Iit[1,426]",4080.0
429,"Iit[1,427]",8160.0
430,"Iit[1,428]",4080.0
431,"Iit[1,429]",-0.0
432,"Iit[1,430]",4080.0
433,"Iit[1,431]",8160.0
434,"Iit[1,432]",13259.0
435,"Iit[1,433]",7400.0
436,"Iit[1,434]",11100.0
437,"Iit[1,435]",7400.0
438,"Iit[1,436]",0.0
439,"Iit[1,437]",-0.0
440,"Iit[1,438]",7400.0
441,"Iit[1,439]",-0.0
442,"Iit[1,440]",-0.0
443,"Iit[1,441]",0.0
444,"Iit[1,442]",11100.0
445,"Iit[1,443]",11100.0
446,"Iit[1,444]",-0.0
447,"Iit[1,445]",7400.0
448,"Iit[1,446]",11100.0
449,"Iit[1,447]",3700.0
450,"Iit[1,448]",-0.0
451,"Iit[1,449]",18500.0
452,"Iit[1,450]",7400.0
453,"Iit[1,451]",-0.0
454,"Iit[1,452]",4103.0
455,"Iit[1,453]",-0.0
456,"Iit[1,454]",4103.0
457,"Iit[1,455]",4103.0
458,"Iit[1,456]",4103.0
459,"Iit[1,457]",4103.0
460,"Iit[1,458]",16412.0
461,"Iit[1,459]",-0.0
462,"Iit[1,460]",-0.0
463,"Iit[1,461]",-0.0
464,"Iit[1,462]",4103.0
465,"Iit[1,463]",9638.0
466,"Iit[1,464]",4819.0
467,"Iit[1,465]",5654.0
468,"Iit[1,466]",877.0
469,"Iit[1,467]",-0.0
470,"Iit[1,468]",-0.0
471,"Iit[1,469]",9638.0
472,"Iit[1,470]",0.0
473,"Iit[1,471]",4007.0
474,"Iit[1,472]",4819.0
475,"Iit[1,473]",4819.0
476,"Iit[1,474]",4819.0
477,"Iit[1,475]",-0.0
478,"Iit[1,476]",4819.0
479,"Iit[1,477]",9638.0
480,"Iit[1,478]",9638.0
481,"Iit[1,479]",9638.0
482,"Iit[1,480]",-0.0
483,"Iit[1,481]",-0.0
484,"Iit[1,482]",9638.0
485,"Iit[1,483]",-0.0
486,"Iit[1,484]",-0.0
487,"Iit[1,485]",-0.0
488,"Iit[1,486]",-0.0
489,"Iit[1,487]",-0.0
490,"Iit[1,488]",4469.0
491,"Iit[1,489]",4469.0
492,"Iit[1,490]",4469.0
493,"Iit[1,491]",-0.0
494,"Iit[1,492]",-0.0
495,"Iit[1,493]",-0.0
